index,title,temp,time,summary,link
117,,하남도시공사 사장 ‘3무’ 허우적…수장자격 흔들,42분전,[하남=파이낸셜뉴스 강근주 기자] 하남도시공사 사장은 무책임 무능력 무감각 등 ‘3무’로 행정사무감사에서 강한 질타를 받았다.  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=014&aid=0004443844
118,,"김홍걸, '유산상속 분쟁' DJ 사저 국가문화재로 신청",42분전,[서울=뉴시스] 김형섭 기자 = 고(故) 김대중(DJ) 전 대통령 부부가 남긴 동교동 자택과 노벨평화상금을 두고 둘째 형인 김홍 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916261
119,,파키스탄 '코로나 2차 폭발'…봉쇄 해제 한달만 10만명 급증,42분전,(서울=뉴스1) 한상희 기자 = 파키스탄이 신종 코로나바이러스 감염증(코로나19) 확산을 막기 위한 봉쇄 조치를 해제한 지 한  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697755
120,,시리아서 드론 공격으로 알카에다 연계 조직 간부 2명 사망,44분전,(이스탄불=연합뉴스) 김승욱 특파원 = 시리아 북서부에서 드론 공격으로 알카에다와 연계된 이슬람 극단주의 무장조직 간부 2명이  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0011680092
121,,Supreme Court,48분전,"The Supreme Court is seen in Washington, early Monday, June 15, 2020. ( …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839911
122,,USA ATLANTA MARCH ON GEORGIA,48분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068109
123,,Supreme Court,48분전,"The Supreme Court is seen in Washington, early Monday, June 15, 2020. ( …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839910
124,,USA ATLANTA MARCH ON GEORGIA,48분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068108
125,,USA ATLANTA MARCH ON GEORGIA,48분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068107
126,,USA ATLANTA MARCH ON GEORGIA,48분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068106
127,,"中, 베이징發 코로나19 재확산에 총력전…20만명 검사",48분전,[서울=뉴시스] 남빛나라 기자 = 중국 수도 베이징에서 대형 농수산물 시장 '신파디(新發地)'를 중심으로 신종 코로나바이러스 감 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916258
128,,Virus Outbreak Spain,49분전,"German tourists arrive at the beach of Palma de Mallorca, Spain, Monday …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839909
129,,Supreme Court,49분전,"The columns of the Supreme Court are seen with the Capitol at right, in …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839908
130,,USA ATLANTA MARCH ON GEORGIA,49분전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia D …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068105
131,,"트루폭시, 요가탑·골반레깅스 신제품 체험단 모집",51분전,토탈 애슬레져 브랜드 트루폭시가 신제품 출시와 함께 6월19일까지 체험단 모집을 진행한다고 밝혔다. 체험단 신청은 카카오톡 플러 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=417&aid=0000555753
132,,epaselect HUNGARY WEATHER,52분전,Storm in a wheat field epaselect epa08486677 Ears are tilted to the gro …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068096
133,,epaselect BRITAIN ECONOMY PANDEMIC CORONAVIRUS,52분전,Retail stores re-open across UK after months of lockdown epaselect epa0 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068095
134,,epaselect CHINA HONG KONG RALLY,52분전,Mourning for ?Raincoat Man? epaselect epa08486588 Pro-democracy activis …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068094
135,,epaselect SOUTH KOREA WEATHER,52분전,Cooling down roads in Seoul amid a heat wave epaselect epa08486632 Wate …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068093
136,,이탈리아 로마 병원서 코로나19 100여명 집단 감염,52분전,코로나19 확산세가 최근 주춤해 한숨 돌리고 있는 이탈리아에서 복수의 집단 감염 사례가 나와 보건당국이 바짝 긴장하고 있습니다. …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452943
137,,플로이드 사건 유엔서 다룬다…17일 인종차별 긴급회의,52분전,유엔 인권이사회가 미국에서 백인 경찰의 과잉 진압으로 흑인 조지 플로이드가 사망한 사건과 관련해 긴급회의를 연다. 인권이사회는  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=009&aid=0004595836
138,,일본 코로나19 신규 확진 72명...도쿄도만 48명,52분전,일본의 코로나19 신규 확진자가 이틀 연속 70명대를 기록했습니다. 일본의 NHK 방송에 따르면 코로나19 확진자가 72명이 새 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452941
139,,"이란 ""한국, 미국 제재 맹종...석유수출대금 반환해야""",53분전,세예드 압바스 무사비 이란 외무부 대변인은 미국의 대이란 제재로 한국의 은행에 동결된 이란의 석유 수출대금을 한국 정부가 반환해 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452940
140,,epaselect PAKISTAN AGRICULTURE WHEAT HAY,53분전,Wheat thrashing in Pakistan epaselect epa08486447 Pakistani farmer sort …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068092
141,,GERMANY PANDEMIC CORONAVIRUS COVID19,55분전,CureVac and Economy Ministry give joint statement on future Covid-19 va …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068083
142,,"커들로 “美경제, 반등 시작 V자형 회복할 것”",55분전,“올 하반기 20% 성장 궤도 오를 듯 / 실업률도 연말 10% 밑으로 하락” / 백악관 낙관적 전망… 연준과 대조 래리 커들로 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475118
143,,“치매다” “노망났다” 이용수 할머니에 악성댓글 단 누리꾼 고발,55분전,대구 지역의 한 시민단체가 일본군 위안부 피해자 이용수 할머니 관련 기사에 악성 댓글을 단 누리꾼들을 고발했다. 일본군 위안부  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475117
144,,정의연 “허위보도로 심각한 명예훼손”… 7개 언론사에 조정신청,55분전,정의기억연대(정의연)가 15일 언론중재위원회에 7개 언론사에 대한 정정보도 및 손해배상을 청구하는 언론 조정 신청서를 접수했다고 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475116
145,,"文대통령 “북한, 대화의 창 닫지 말아 달라”",55분전,6·15 선언 20주년 메시지 문재인 대통령이 6·15 남북공동선언 20주년을 맞은 15일 북한을 향해 “대화의 창을 닫지 말  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475115
146,,"""이렇게 신뢰 무너진 적 없어""… ‘황제 복무 의혹’ 수사 착수",55분전,"엄정한 대처 지시 / 병사, 청원당일 피부치료 휴가 공군 방공유도탄사령부 제3여단 소속 병사가 ‘황제 군 복무’를 했다는 의혹에 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475114
147,,GERMANY PANDEMIC CORONAVIRUS COVID19,56분전,CureVac and Economy Ministry give joint statement on future Covid-19 va …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068082
148,,GERMANY PANDEMIC CORONAVIRUS COVID19,56분전,CureVac and Economy Ministry give joint statement on future Covid-19 va …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068081
149,,GERMANY PANDEMIC CORONAVIRUS COVID19,56분전,CureVac and Economy Ministry give joint statement on future Covid-19 va …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068080
150,,불법촬영 고소한 옛 연인 흉기 찌른 60대 징역8년,56분전,성관계 영상을 불법 촬영했다며 자신을 고소한 전 연인에게 흉기를 휘두른 60대 남성이 법원에서 중형을 선고받았다. 서울남부지법  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475113
151,,[돌발영상] 단순 비교는 거부합니다,58분전,청운의 꿈을 안고 국회에 입성했을 여야의 초선 의원들. 그런데 범여권 초선 의원들은 통합당 때문에 일을 못 하고 있다고 비판하고 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452939
152,,GERMANY PANDEMIC CORONAVIRUS COVID19,58분전,CureVac and Economy Ministry give joint statement on future Covid-19 va …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068075
153,,Virus Outbreak Britain Shops Reopen,58분전,A woman holds a shopping bag outside the Selfridges department store in …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839905
154,,"이재명 지사 운명, 대법원 전원합의체로",58분전,직권남용과 선거법 위반 혐의로 항소심에서 당선무효형을 선고받은 이재명 경기도지사 사건이 대법원 전원합의체에 회부됐다. 지사직 상 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=028&aid=0002501313
155,,15일 신규 확진 최소 18명 발생…일부 줄었지만 확산 여전,58분전,"(서울=뉴스1) 이형진 기자,음상준 기자,이영성 기자 = 산발적 집단감염이 진행되고 있는 수도권 지역에서 신종 코로나바이러스 감 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697753
156,,"에듀윌 부산 서면 주택관리사학원, 상대평가에도 걱정없는 합격비법 전수",58분전,(서울=뉴스1) 김수정 기자 = 종합교육기업 에듀윌(대표 박명규)의 부산 서면 주택관리사학원이 ‘상대평가’에도 걱정 없는 학습  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697752
157,,일본 코로나19 신규 확진 72명…도쿄도만 48명,59분전,일본에서 오늘(15일) 72명의 코로나19 확진자가 새로 확인됐다고 현지 공영방송 NHK가 보도했습니다. 이에 따라 일본의 코로 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=055&aid=0000821585
158,,Vatican Argentine Bishop,59분전,"Gustavo Zanchetta FILE - In this Aug. 26, 2016 file photo, Gustavo Zanc …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839904
159,,AI 국제협의체 'GPAI' 창립…한국·미국 등 15개국 참여,59분전,책임성 있는 인공지능(AI)의 발전과 활용을 촉진하기 위한 첫 국제협의체인 '인공지능에 대한 글로벌 파트너십'(GPAI)이 15 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=015&aid=0004360900
160,,한국전쟁 때 무릎에 박힌 총알…70년을 잊고 산 할머니,59분전,[스포츠경향] “속이 시원합니다. 70년 세월 이것을 몸에 지니고 있었다는 게 기적 같은 일이죠.” 이달 8일 부산 사하구 부산 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=144&aid=0000676458
161,,"검찰, 최서원 추징금 63억원 추징 완료…국고로 귀속",1시간전,"박근혜 정부 때 '국정농단' 사건으로 징역 18년형을 확정받은 최서원, 개명 전 최순실씨가 추징금을 모두 납부한 것으로 확인됐습 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=214&aid=0001045105
162,,"최순실, 63억원 추징금 모두 납부…200억원 벌금 남아",1시간전,[이데일리 최정훈 기자] 국정농단 사건으로 징역 18년형을 확정받은 최서원(개명 전 최순실)씨가 추징금을 모두 납부한 것으로 확 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=018&aid=0004665010
163,,"김연철 장관, 6·15 남북공동선언 기념식 인사말",1시간전,(서울=뉴스1) = 김연철 통일부 장관이 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 기 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697750
164,,"박원순 시장, 6·15 남북공동선언 20주년 기념식 참석",1시간전,(서울=뉴스1) = 박원순 서울시장이 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 기념식 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697751
165,,인사말하는 박원순 서울시장,1시간전,(서울=뉴스1) = 박원순 서울시장이 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 기념식 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697749
166,,"이재명 지사, 6·15 남북공동선언 기념식 참석",1시간전,(서울=뉴스1) = 이재명 경기도지사가 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 기념 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697748
167,,참석자들과 대화하는 이재명 지사,1시간전,(서울=뉴스1) = 이재명 경기도지사가 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 기념 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697747
168,,6·15 남북공동선언 기념식 참석한 이재명 지사,1시간전,(서울=뉴스1) = 이재명 경기도지사가 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 기념 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697746
169,,대화하는 김연철·임동원,1시간전,(서울=뉴스1) = 김연철 통일부 장관(오른쪽)과 임동원 전 통일부 장관이 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697745
170,,6·15 남북공동선언 20주년 기념식 참석한 임동원 전 통일부 장관,1시간전,(서울=뉴스1) = 임동원 전 통일부 장관이 15일 오후 경기도 파주시 오두산 통일전망대에서 열린 6·15 남북공동선언 20주년 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697744
171,,"박원순 ""코로나19이후 새로운 한반도 평화기준 모색해야""",1시간전,사진=뉴시스 [이데일리 김재은 기자] 박원순 서울시장은 6.15 남북공동선언 20주년을 맞아 “코로나19이후 뉴노멀시대에 요구되 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=018&aid=0004665009
172,,"서병수 ""의회 독재 시작…수수방관하지 않을 것""",1시간전,"(부산=뉴스1) 박기범 기자 = 미래통합당 최다선인 서병수 의원(부산 부산진갑)이 15일 ""의회 독재가 시작됐다""며 더불어민주당 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0004697738
173,,USA ATLANTA MARCH ON GEORGIA,1시간전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068074
174,,USA ATLANTA MARCH ON GEORGIA,1시간전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068073
175,,USA ATLANTA MARCH ON GEORGIA,1시간전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068072
176,,SERBIA ELECTIONS,1시간전,Parliamentary elections to take place in Serbia on 21 June 2020 A woman …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068071
177,,HUNGARY WEATHER,1시간전,Storm in a wheat field Ears are tilted to the ground by gale winds afte …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068070
178,,USA ATLANTA MARCH ON GEORGIA,1시간전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068069
179,,숨통 막는 ‘기절놀이’ 전주 피해학생…변호사 도움 받는다,1시간전,【파이낸셜뉴스 전주=김도우 기자】 또래를 상대로 한 철없는 10대들 기절놀이 피해학생이 변호사의 도움을 받을 수 있게 됐다. 1 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=014&aid=0004443843
180,,'웨스트 크로스파이어 엘리트리그' 우승팀은 '골든V',1시간전,[서울=뉴시스] 오동현 기자 = 스마일게이트 엔터테인먼트는 '웨스트 CFEL(크로스파이어 엘리트 리그) 2020 시즌1' 플레이 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916257
181,,HUNGARY WEATHER,1시간전,Storm in a wheat field Ears are tilted to the ground by gale winds afte …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068062
182,,SERBIA ELECTIONS,1시간전,Parliamentary elections to take place in Serbia on 21 June 2020 A bus d …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068061
183,,HUNGARY WEATHER,1시간전,Storm in a wheat field Ears are tilted to the ground by gale winds afte …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068060
184,,"美, 러시아의 자국민 간첩혐의 중형 선고에 ""격분했다""",1시간전,[아시아경제 뉴욕=백종민 특파원] 러시아가 지난 2018년 말 간첩 혐의로 체포됐던 미국인 폴 윌런에 15일(현지시간) 간첩혐의 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=277&aid=0004698919
185,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,1시간전,Retail stores re-open across UK after months of lockdown A Next employe …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068059
186,,"[사설] 巨與, 법사위원장 단독 선출… 정국 극한대치 책임져야",1시간전,"야당 불참 속 6개 상임위장 표결 / 통합당 강력 반발, 정국 시계제로 / 여당 일방 독주, 국회 파행 불러 더불어민주당이 어제 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475105
187,,[사설] 北은 보복 위협하는데 “함께 돌파구 찾아나설 때”라니,1시간전,북한 노동신문이 6·15 남북공동선언 20주년을 맞은 어제 “끝장을 볼 때까지 서릿발치는 보복 행동은 계속될 것”이라며 “무적의 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475104
188,,[사설] 국제사회와 약속 깨고 군함도 강제노역 은폐한 일본,1시간전,일본 정부가 조선인 강제노역으로 악명 높은 하시마(일명 군함도) 탄광 등의 진실을 왜곡한 근대산업시설 전시관을 어제 일반에 공개 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475103
189,,TURKEY IRAN DIPLOMACY,1시간전,Iran's Foreign Minister Mohammad Javad Zarif visits Turkey A handout ph …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068058
190,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,1시간전,Retail stores re-open across UK after months of lockdown People queue w …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068057
191,,Virus Outbreak Britain Shops Reopen,1시간전,People walk with bags after shopping at the Selfridges department store …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839893
192,,"[기고] 6·25 전사자 ‘175,801’",1시간전,"전역 후 수십년이 지났어도 자신의 군번을 기억하는 사람이 많은 것처럼, 우리는 저마다의 기억과 환경에 따라 의미를 두는 숫자가  …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475099
193,,[박미산의마음을여는시] 느티나무,1시간전,윤효 잠시 앉아 허리를 펴거나 둘러앉아 마을 대소사를 의논하던 아름드리나무를 베어낸 그 자리에 새마을회관이 들어섰다. 준공식 날 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475098
194,,[곽금주의공감산책] 속죄양이 되지 않으려는 책임회피 사회,1시간전,코로나 사태에 책임전가 급증 / 교육계선 일선에 결정 떠넘겨 / 문제발생 땐 희생양 찾기 분주 / 이기적 본능 사회전반에 퍼져  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475097
195,,[WT논평] China lies about everything (2),1시간전,By Daniel Gallington (columnist) All war is based on deception.” And Ch …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=022&aid=0003475096
196,,시흥시 민자로 시흥~서울 연결도로 뚫는다,1시간전,[시흥=파이낸셜뉴스 강근주 기자] 시흥시가 민자로 시흥~서울 연결도로를 건설한다. 연결도로가 개설되면 제2경인고속도로 신천IC부 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=014&aid=0004443842
197,,"서울시립대, 독일 나우만재단과 2020 세운글로벌포럼 ‘로컬-리콜’ 온라인 시리즈 공동개최",1시간전,서울시립대 세운캠퍼스 베타시티센터는 2020년 세운 글로벌 포럼 ‘로컬-리콜(Local-Recall)’을 온라인 시리즈로 기획  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=020&aid=0003292090
198,,Virus Outbreak Britain Shops Reopen,1시간전,People walk with bags after shopping at the Selfridges department store …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839892
199,,Virus Outbreak Britain Shops Reopen,1시간전,People walk with bags after shopping at the Selfridges department store …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839891
200,,BRITAIN ECONOMY PANDEMIC CORONAVIRUS,1시간전,Retail stores re-open across UK after months of lockdown A worker waits …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068054
201,,"EU ""美·中 한쪽 선택 거부...'유럽식 마이웨이' 간다""",1시간전,[런던=뉴시스] 이지예 기자 = 유럽연합(EU)이 미국과 중국의 갈등 고조 속에 어느 한 쪽의 편을 들지 않고 '유럽의 마이웨이 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0009916256
202,,ITALY GOVERNMENT NATIONAL CONSULTATIONS,1시간전,Week-long National Consultation in Rome Italian Premier Giuseppe Conte  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068052
203,,ITALY GOVERNMENT NATIONAL CONSULTATIONS,1시간전,Week-long National Consultation in Rome Italian Premier Giuseppe Conte  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068051
204,,ITALY GOVERNMENT NATIONAL CONSULTATIONS,1시간전,Week-long National Consultation in Rome Italian Premier Giuseppe Conte  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068050
205,,"'검언유착 의혹' 채널A 기자 ""수사팀 못 믿어...자문단 판단 받겠다""",1시간전,[앵커] '검·언 유착 의혹'의 당사자인 채널A 기자가 검찰 수사를 믿을 수 없다며 '전문수사자문단' 소집을 요청했습니다. 이재 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452951
206,,ITALY GOVERNMENT NATIONAL CONSULTATIONS,1시간전,Week-long National Consultation in Rome Italian Premier Giuseppe Conte  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068049
207,,ITALY GOVERNMENT NATIONAL CONSULTATIONS,1시간전,Week-long National Consultation in Rome Italian Premier Giuseppe Conte  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068048
208,,ITALY GOVERNMENT NATIONAL CONSULTATIONS,1시간전,Week-long National Consultation in Rome A handout picture made availabl …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068047
209,,USA ATLANTA MARCH ON GEORGIA,1시간전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068046
210,,USA ATLANTA MARCH ON GEORGIA,1시간전,"‘March on Georgia’ sponsored by the Georgia NAACP in Atlanta, Georgia P …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=091&aid=0008068045
211,,어린이보호구역에서 승용차 인도 돌진...유치원생 중태,1시간전,[앵커] 초등학교 앞 인도에서 유치원생이 승용차에 치여 중태에 빠졌습니다. 20m쯤 떨어진 곳에서 차량 간의 사고가 먼저 난 뒤 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452948
212,,中 코로나19 수도권으로 번져...'베이징에 가지 말라',1시간전,[앵커] 중국 베이징에서 발생한 코로나19 확진자가 계속 늘어나면서 인근 수도권으로까지 번지는 양상입니다. 갑작스런 확산에 다른 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452947
213,,긴급재난지원금 기부액 한 달 동안 282억 원 넘어,1시간전,긴급재난지원 대신 '기부'를 선택한 금액이 지난 한 달 동안 282억 원을 넘었습니다. 고용노동부 산하 근로복지공단은 긴급재난지 …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452945
214,,Virus Outbreak France,1시간전,"Customers take a selfie as they enjoy a lunch at a restaurant, in Paris …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839890
215,,Hong Kong Asia National Security Law,1시간전,"Tam Yiu Chung Tam Yiu Chung, Hong Kong's representative to the Standing …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0004839889
216,,충돌사고당한 승용차가 길가던 모녀 덮쳐…6세딸 의식불명,1시간전,부산의 한 초등학교 스쿨존 인근에서 충돌사고를 당한 승용차가 길가던 모녀를 덮쳤습니다. 오늘(15일) 오후 3시 30분쯤 부산  …,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=422&aid=0000433427
217,,"잇따르는 '위양성' 판정...""피로 누적에 검사 오류""",1시간전,"[앵커] 코로나19 확진 이후 다시 음성으로 확인돼 최종적으로 가짜 양성, '위양성' 판정을 받게 되는 사례가 잇따르고 있습니다 …",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=052&aid=0001452942
